instruction,input,output,source_document,source_url,chunk_number,document_index,generated_by
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Debit Card Fraud,https://www.actionfraud.police.uk/a-z-of-fraud/debit-card-fraud,1,29,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Facility takeover,https://www.actionfraud.police.uk/a-z-of-fraud/facility-takeover,1,30,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,31,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Invoice scams,https://www.actionfraud.police.uk/a-z-of-fraud/invoice-scams,1,32,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Mail boxes and multiple post redirections,https://www.actionfraud.police.uk/a-z-of-fraud/mail-boxes-and-multiple-post-redirections,1,33,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.","Mandate Fraud, also known as Payment Diversion Fraud (PDF) and Business Email Compromise (BEC)",https://www.actionfraud.police.uk/a-z-of-fraud/mandate-fraud,1,34,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Mortgage fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mortgage-fraud,1,35,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Payment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/payment-fraud,1,36,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",PIN entry devices,https://www.actionfraud.police.uk/a-z-of-fraud/pin-entry-devices,1,37,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Plastic card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/plastic-card-fraud,1,38,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,39,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Store card fraud,https://www.actionfraud.police.uk/a-z-of-fraud/store-card-fraud,1,40,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Anti-competitive behaviour,https://www.actionfraud.police.uk/a-z-of-fraud/anti-competitive-behaviour,1,41,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Anti-competitive behaviour,https://www.actionfraud.police.uk/a-z-of-fraud/anti-competitive-behaviour,1,41,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Anti-competitive behaviour,https://www.actionfraud.police.uk/a-z-of-fraud/anti-competitive-behaviour,1,41,gemini
